id,translation
ID_ABILITY_CROSSBONES_BASIC_NAME,Piston Punch
ID_ABILITY_CROSSBONES_BASIC_FICTIONAL_DESC,
ID_ABILITY_CROSSBONES_SPECIAL_NAME,Wrath
ID_ABILITY_CROSSBONES_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_CROSSBONES_ULTIMATE_NAME,Detonate
ID_ABILITY_CROSSBONES_ULTIMATE_FICTIONAL_DESC,
ID_ABILITY_CROSSBONES_PASSIVE_NAME,Vengeance
ID_ABILITY_CROSSBONES_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_CRYSTAL_BASIC_NAME,Fire and Ice
ID_ABILITY_CRYSTAL_BASIC_FICTIONAL_DESC,
ID_ABILITY_CRYSTAL_SPECIAL_NAME,Rocknado
ID_ABILITY_CRYSTAL_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_CRYSTAL_ULTIMATE_NAME,Coldsnap
ID_ABILITY_CRYSTAL_ULTIMATE_FICTIONAL_DESC,
ID_ABILITY_CRYSTAL_PASSIVE_NAME,Second Wind
ID_ABILITY_CRYSTAL_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_CULLOBSIDIAN_BASIC_NAME,Devastating Cleave
ID_ABILITY_CULLOBSIDIAN_BASIC_FICTIONAL_DESC,
ID_ABILITY_CULLOBSIDIAN_SPECIAL_NAME,Obsidian Guard
ID_ABILITY_CULLOBSIDIAN_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_CULLOBSIDIAN_ULTIMATE_NAME,Culling the Weak
ID_ABILITY_CULLOBSIDIAN_ULTIMATE_FICTIONAL_DESC,
ID_ABILITY_CULLOBSIDIAN_PASSIVE_NAME,Payback
ID_ABILITY_CULLOBSIDIAN_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_DAREDEVIL_BASIC_NAME,Strike Without Fear
ID_ABILITY_DAREDEVIL_BASIC_FICTIONAL_DESC,
ID_ABILITY_DAREDEVIL_SPECIAL_NAME,Throw Baton
ID_ABILITY_DAREDEVIL_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_DAREDEVIL_ULTIMATE_NAME,Brawl
ID_ABILITY_DAREDEVIL_ULTIMATE_FICTIONAL_DESC,
ID_ABILITY_DAREDEVIL_PASSIVE_NAME,Enhance Senses
ID_ABILITY_DAREDEVIL_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_DEADPOOL_BASIC_NAME,Dual Pistols
ID_ABILITY_DEADPOOL_BASIC_FICTIONAL_DESC,
ID_ABILITY_DEADPOOL_SPECIAL_NAME,Bounty Hunter
ID_ABILITY_DEADPOOL_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_DEADPOOL_ULTIMATE_NAME,Hack 'n' Slash
ID_ABILITY_DEADPOOL_ULTIMATE_FICTIONAL_DESC,
ID_ABILITY_DEADPOOL_PASSIVE_NAME,Merc with a Mouth
ID_ABILITY_DEADPOOL_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_DOCTOROCTOPUS_BASIC_NAME,Tentacle Slam
ID_ABILITY_DOCTOROCTOPUS_BASIC_FICTIONAL_DESC,
ID_ABILITY_DOCTOROCTOPUS_SPECIAL_NAME,Sinister Recharge
ID_ABILITY_DOCTOROCTOPUS_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_DOCTOROCTOPUS_ULTIMATE_NAME,Superior Villain
ID_ABILITY_DOCTOROCTOPUS_ULTIMATE_FICTIONAL_DESC,
ID_ABILITY_DOCTOROCTOPUS_PASSIVE_NAME,Master Planner
ID_ABILITY_DOCTOROCTOPUS_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_DOCTORSTRANGE_BASIC_NAME,Bolt of Balthak
ID_ABILITY_DOCTORSTRANGE_BASIC_FICTIONAL_DESC,
ID_ABILITY_DOCTORSTRANGE_SPECIAL_NAME,Winds of Watoomb
ID_ABILITY_DOCTORSTRANGE_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_DOCTORSTRANGE_ULTIMATE_NAME,Book of the Vishanti
ID_ABILITY_DOCTORSTRANGE_ULTIMATE_FICTIONAL_DESC,
ID_ABILITY_DOCTORSTRANGE_PASSIVE_NAME,Master of the Arcane Arts
ID_ABILITY_DOCTORSTRANGE_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_DOMINO_BASIC_NAME,Lucky Shot
ID_ABILITY_DOMINO_BASIC_FICTIONAL_DESC,
ID_ABILITY_DOMINO_SPECIAL_NAME,Fire in the Hole
ID_ABILITY_DOMINO_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_DOMINO_ULTIMATE_NAME,No Scope
ID_ABILITY_DOMINO_ULTIMATE_FICTIONAL_DESC,
ID_ABILITY_DOMINO_PASSIVE_NAME,Lady Luck
ID_ABILITY_DOMINO_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_DRAX_BASIC_NAME,Knife Slash
ID_ABILITY_DRAX_BASIC_FICTIONAL_DESC,
ID_ABILITY_DRAX_SPECIAL_NAME,Fast Reflexes
ID_ABILITY_DRAX_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_DRAX_ULTIMATE_NAME,Good Fighting
ID_ABILITY_DRAX_ULTIMATE_FICTIONAL_DESC,
ID_ABILITY_DRAX_PASSIVE_NAME,Destroyer
ID_ABILITY_DRAX_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_EBONYMAW_BASIC_NAME,Needle Storm
ID_ABILITY_EBONYMAW_BASIC_FICTIONAL_DESC,
ID_ABILITY_EBONYMAW_SPECIAL_NAME,Insidious Whisper
ID_ABILITY_EBONYMAW_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_EBONYMAW_ULTIMATE_NAME,Forced Transfusion
ID_ABILITY_EBONYMAW_ULTIMATE_FICTIONAL_DESC,
ID_ABILITY_EBONYMAW_PASSIVE_NAME,Envoy of Thanos
ID_ABILITY_EBONYMAW_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_ELECTRO_BASIC_NAME,Electroshock
ID_ABILITY_ELECTRO_BASIC_FICTIONAL_DESC,
ID_ABILITY_ELECTRO_SPECIAL_NAME,Live Wire
ID_ABILITY_ELECTRO_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_ELECTRO_ULTIMATE_NAME,Chain Lightning
ID_ABILITY_ELECTRO_ULTIMATE_FICTIONAL_DESC,
ID_ABILITY_ELECTRO_PASSIVE_NAME,Unlimited Power
ID_ABILITY_ELECTRO_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_ELEKTRA_BASIC_NAME,Sneak Attack
ID_ABILITY_ELEKTRA_BASIC_FICTIONAL_DESC,
ID_ABILITY_ELEKTRA_SPECIAL_NAME,Into Shadow
ID_ABILITY_ELEKTRA_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_ELEKTRA_ULTIMATE_NAME,Vital Strike
ID_ABILITY_ELEKTRA_ULTIMATE_FICTIONAL_DESC,
ID_ABILITY_ELEKTRA_PASSIVE_NAME,Death's Grace
ID_ABILITY_ELEKTRA_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_ELSABLOODSTONE_BASIC_NAME,Bloody Good Guns
ID_ABILITY_ELSABLOODSTONE_BASIC_FICTIONAL_DESC,
ID_ABILITY_ELSABLOODSTONE_SPECIAL_NAME,Trick Shot
ID_ABILITY_ELSABLOODSTONE_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_ELSABLOODSTONE_ULTIMATE_NAME,Scatterguns
ID_ABILITY_ELSABLOODSTONE_ULTIMATE_FICTIONAL_DESC,
ID_ABILITY_ELSABLOODSTONE_PASSIVE_NAME,#%@$!
ID_ABILITY_ELSABLOODSTONE_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_EMMAFROST_BASIC_NAME,Fashionable Strike
ID_ABILITY_EMMAFROST_BASIC_FICTIONAL_DESC,
ID_ABILITY_EMMAFROST_SPECIAL_NAME,Diamond Form
ID_ABILITY_EMMAFROST_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_EMMAFROST_ULTIMATE_NAME,Turn the Tables
ID_ABILITY_EMMAFROST_ULTIMATE_FICTIONAL_DESC,
ID_ABILITY_EMMAFROST_PASSIVE_NAME,The White Queen
ID_ABILITY_EMMAFROST_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_FALCON_BASIC_NAME,Dual SMGs
ID_ABILITY_FALCON_BASIC_FICTIONAL_DESC,
ID_ABILITY_FALCON_SPECIAL_NAME,Redwing
ID_ABILITY_FALCON_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_FALCON_ULTIMATE_NAME,Strafing Run
ID_ABILITY_FALCON_ULTIMATE_FICTIONAL_DESC,
ID_ABILITY_FALCON_PASSIVE_NAME,EXO-7 Wingsuit
ID_ABILITY_FALCON_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_GAMORA_BASIC_NAME,Assassin's Strike
ID_ABILITY_GAMORA_BASIC_FICTIONAL_DESC,
ID_ABILITY_GAMORA_SPECIAL_NAME,Ruthless Blade
ID_ABILITY_GAMORA_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_GAMORA_ULTIMATE_NAME,Flying Slash
ID_ABILITY_GAMORA_ULTIMATE_FICTIONAL_DESC,
ID_ABILITY_GAMORA_PASSIVE_NAME,Deadly Methods
ID_ABILITY_GAMORA_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_GHOSTRIDER_BASIC_NAME,Hellfire
ID_ABILITY_GHOSTRIDER_BASIC_FICTIONAL_DESC,
ID_ABILITY_GHOSTRIDER_SPECIAL_NAME,Hell Cycle
ID_ABILITY_GHOSTRIDER_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_GHOSTRIDER_ULTIMATE_NAME,Penance Stare
ID_ABILITY_GHOSTRIDER_ULTIMATE_FICTIONAL_DESC,
ID_ABILITY_GHOSTRIDER_PASSIVE_NAME,Spirit of Vengeance
ID_ABILITY_GHOSTRIDER_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_GRAVITON_BASIC_NAME,Gravity Well
ID_ABILITY_GRAVITON_BASIC_FICTIONAL_DESC,
ID_ABILITY_GRAVITON_SPECIAL_NAME,Crushing Force
ID_ABILITY_GRAVITON_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_GRAVITON_ULTIMATE_NAME,Singularity
ID_ABILITY_GRAVITON_ULTIMATE_FICTIONAL_DESC,
ID_ABILITY_GRAVITON_PASSIVE_NAME,Weight of the World
ID_ABILITY_GRAVITON_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_GREG_BASIC_NAME,Heavy Slash
ID_ABILITY_GREG_BASIC_FICTIONAL_DESC,
ID_ABILITY_GREG_SPECIAL_NAME,Dark Sacrifice
ID_ABILITY_GREG_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_GREG_PASSIVE_NAME,Undeath
ID_ABILITY_GREG_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_GROOT_BASIC_NAME,Crushing Blow
ID_ABILITY_GROOT_BASIC_FICTIONAL_DESC,
ID_ABILITY_GROOT_SPECIAL_NAME,Overgrowth
ID_ABILITY_GROOT_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_GROOT_ULTIMATE_NAME,Life Spores
ID_ABILITY_GROOT_ULTIMATE_FICTIONAL_DESC,
ID_ABILITY_GROOT_PASSIVE_NAME,I am Groot
ID_ABILITY_GROOT_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_HANDCONTROL_HEALBLOCK_BASIC_NAME,Ninjutsu
ID_ABILITY_HANDCONTROL_HEALBLOCK_BASIC_FICTIONAL_DESC,
ID_ABILITY_HANDCONTROL_HEALBLOCK_SPECIAL_NAME,Shuriken
ID_ABILITY_HANDCONTROL_HEALBLOCK_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_HANDCONTROL_HEALBLOCK_PASSIVE_NAME,Touch of Death
ID_ABILITY_HANDCONTROL_HEALBLOCK_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_HANDDMG_BONUS_BASIC_NAME,Sword Slash
ID_ABILITY_HANDDMG_BONUS_BASIC_FICTIONAL_DESC,
ID_ABILITY_HANDDMG_BONUS_SPECIAL_NAME,Assailing Blade
ID_ABILITY_HANDDMG_BONUS_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_HANDDMG_BONUS_PASSIVE_NAME,Kenjutsu
ID_ABILITY_HANDDMG_BONUS_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_HANDDMG_UNBUFF_BASIC_NAME,Arrow
ID_ABILITY_HANDDMG_UNBUFF_BASIC_FICTIONAL_DESC,
ID_ABILITY_HANDDMG_UNBUFF_SPECIAL_NAME,Arrow Storm
ID_ABILITY_HANDDMG_UNBUFF_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_HANDDMG_UNBUFF_PASSIVE_NAME,Archery
ID_ABILITY_HANDDMG_UNBUFF_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_HANDSUPPORT_HEAL_BASIC_NAME,Chi Strike
ID_ABILITY_HANDSUPPORT_HEAL_BASIC_FICTIONAL_DESC,
ID_ABILITY_HANDSUPPORT_HEAL_SPECIAL_NAME,Blood Magic
ID_ABILITY_HANDSUPPORT_HEAL_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_HANDSUPPORT_HEAL_PASSIVE_NAME,Way of the Shadow
ID_ABILITY_HANDSUPPORT_HEAL_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_HANDTANK_STEALTH_BASIC_NAME,Sai Strike
ID_ABILITY_HANDTANK_STEALTH_BASIC_FICTIONAL_DESC,
ID_ABILITY_HANDTANK_STEALTH_SPECIAL_NAME,Smoke Bomb
ID_ABILITY_HANDTANK_STEALTH_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_HANDTANK_STEALTH_PASSIVE_NAME,Way of the Scorpion
ID_ABILITY_HANDTANK_STEALTH_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_HAWKEYE_BASIC_NAME,Deadeye
ID_ABILITY_HAWKEYE_BASIC_FICTIONAL_DESC,
ID_ABILITY_HAWKEYE_SPECIAL_NAME,Concussion Arrow
ID_ABILITY_HAWKEYE_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_HAWKEYE_ULTIMATE_NAME,Airburst
ID_ABILITY_HAWKEYE_ULTIMATE_FICTIONAL_DESC,
ID_ABILITY_HAWKEYE_PASSIVE_NAME,Shot in the Dark
ID_ABILITY_HAWKEYE_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_HEIMDALL_BASIC_NAME,Hofund Slash
ID_ABILITY_HEIMDALL_BASIC_FICTIONAL_DESC,
ID_ABILITY_HEIMDALL_SPECIAL_NAME,Divine Foresight
ID_ABILITY_HEIMDALL_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_HEIMDALL_ULTIMATE_NAME,Sworn Oath
ID_ABILITY_HEIMDALL_ULTIMATE_FICTIONAL_DESC,
ID_ABILITY_HEIMDALL_PASSIVE_NAME,The All-Seeing
ID_ABILITY_HEIMDALL_PASSIVE_FICTIONAL_DESC,
ID_ABILITY_HELA_BASIC_NAME,Black Blade
ID_ABILITY_HELA_BASIC_FICTIONAL_DESC,
ID_ABILITY_HELA_SPECIAL_NAME,Command Undead
ID_ABILITY_HELA_SPECIAL_FICTIONAL_DESC,
ID_ABILITY_HELA_ULTIMATE_NAME,Death Knives
ID_ABILITY_HELA_ULTIMATE_FICTIONAL_DESC,
ID_ABILITY_HELA_PASSIVE_NAME,Goddess of Death
ID_ABILITY_HELA_PASSIVE_FICTIONAL_DESC,
