id,translation
ID_OF_TAG_DISCOUNT_10,10% OFF
ID_OF_TAG_DISCOUNT_15,15% OFF
ID_OF_TAG_DISCOUNT_20,20% OFF
ID_OF_TAG_DISCOUNT_25,25% OFF
ID_OF_TAG_DISCOUNT_30,30% OFF
ID_OF_TAG_DISCOUNT_35,35% OFF
ID_OF_TAG_DISCOUNT_40,40% OFF
ID_OF_TAG_DISCOUNT_45,45% OFF
ID_OF_TAG_DISCOUNT_50,50% OFF
ID_OF_TAG_DISCOUNT_60,60% OFF
ID_OF_TAG_DISCOUNT_70,70% OFF
ID_OF_TAG_DISCOUNT_75,75% OFF
ID_OF_TAG_DISCOUNT_80,80% OFF
ID_OF_TAG_DISCOUNT_90,90% OFF
ID_OF_TAG_VALUE_01_5,1.5x VALUE
ID_OF_TAG_VALUE_02,2x VALUE
ID_OF_TAG_VALUE_02_5,2.5x VALUE
ID_OF_TAG_VALUE_03,3x VALUE
ID_OF_TAG_VALUE_04,4x VALUE
ID_OF_TAG_VALUE_05,5x VALUE
ID_OF_TAG_VALUE_06,6x VALUE
ID_OF_TAG_VALUE_07,7x VALUE
ID_OF_TAG_VALUE_08,8x VALUE
ID_OF_TAG_VALUE_09,9x VALUE
ID_OF_TAG_VALUE_10,10x VALUE
ID_OF_TAG_DISCOUNT_VAR_01,{dpct}% OFF
ID_OF_TAG_BONUS_VAR_01,{bpct}% BONUS
ID_OF_TAG_BONUS_VAR_02,{bpct}% EXTRA
ID_OF_TAG_BONUS_VAR_03,{bpct}% ADDED VALUE
ID_OF_TAG_ADDED_VAR_01,{b} ADDED
ID_OF_TAG_ADDED_VAR_02,{b} EXTRA
ID_GACHA_CRATE_ABILITY_NAME,Ability Orb
ID_GACHA_CRATE_ABILITY_DESCRIPTION,Guarantees 3 tiers of Ability Materials
ID_GACHA_CRATE_ABILITY_TOKEN_NAME,Ability Orb Fragments
ID_GACHA_CRATE_ABILITY_TOKEN_DESCRIPTION,Collect Ability Orb Fragments to earn an Ability Orb.
ID_GACHA_CRATE_BASIC_NAME,Basic Orb
ID_GACHA_CRATE_BASIC_DESCRIPTION,"Get character shards, gear, and Gold"
ID_GACHA_CRATE_BASIC_TOKEN_NAME,Basic Orb Fragments
ID_GACHA_CRATE_BASIC_TOKEN_DESCRIPTION,Collect Basic Orb Fragments to earn a Basic Orb.
ID_GACHA_CRATE_ARENA_SMALL_NAME,Blitz Orb
ID_GACHA_CRATE_ARENA_SMALL_DESCRIPTION,Contains character shards
ID_GACHA_CRATE_ARENA_SMALL_TOKEN_NAME,Blitz Orb Fragments
ID_GACHA_CRATE_ARENA_SMALL_TOKEN_DESCRIPTION,Collect Blitz Orb Fragments to earn a Blitz Orb.
ID_GACHA_CRATE_GOLD_NAME,Gold Orb
ID_GACHA_CRATE_GOLD_DESCRIPTION,Guarantees 150K to 7M in Gold
ID_GACHA_CRATE_GOLD_TOKEN_NAME,Gold Orb Fragments
ID_GACHA_CRATE_GOLD_TOKEN_DESCRIPTION,Collect Gold Orb Fragments to earn a Gold Orb.
ID_GACHA_CRATE_FCO_VAULT_NAME,Kingpin's Vault
ID_GACHA_CRATE_FCO_VAULT_DESCRIPTION,Contains purple and orange items
ID_GACHA_CRATE_FCO_VAULT_TOKEN_NAME,Kingpin's Vault Fragments
ID_GACHA_CRATE_FCO_VAULT_TOKEN_DESCRIPTION,Collect Kingpin's Vault Fragments to gain access to Kingpin's Vault.
ID_GACHA_CRATE_LEGACY_00_NAME,Legacy Orb
ID_GACHA_CRATE_LEGACY_00_DESCRIPTION,Contains 5-20 shards of select marquee characters
ID_GACHA_CRATE_LEGACY_00_TOKEN_NAME,Legacy Orb Fragments
ID_GACHA_CRATE_LEGACY_00_TOKEN_DESCRIPTION,Collect Legacy Orb Fragments to earn a Legacy Orb.
ID_GACHA_CRATE_LEGACY_01_NAME,Legacy I Orb
ID_GACHA_CRATE_LEGACY_01_DESCRIPTION,Contains 5-20 shards of select marquee characters
ID_GACHA_CRATE_LEGACY_01_TOKEN_NAME,Legacy I Orb Fragments
ID_GACHA_CRATE_LEGACY_01_TOKEN_DESCRIPTION,Collect Legacy I Orb Fragments to earn a Legacy I Orb.
ID_GACHA_CRATE_MEGA_NAME,Mega Orb
ID_GACHA_CRATE_MEGA_DESCRIPTION,Contains 50-100 shards of select marquee characters
ID_GACHA_CRATE_MEGA_TOKEN_NAME,Mega Orb Fragments
ID_GACHA_CRATE_MEGA_TOKEN_DESCRIPTION,Collect Mega Orb Fragments to earn a Mega Orb.
ID_GACHA_CRATE_MEGA_DESCRIPTION_2,Contains 50-100 shards of select marquee characters
ID_GACHA_CRATE_MILESTONE_NAME,Milestone Orb
ID_GACHA_CRATE_MILESTONE_DESCRIPTION_01,Exclusive chance to earn up to 10 Captain Marvel shards
ID_GACHA_CRATE_MILESTONE_DESCRIPTION_02,Exclusive chance to earn up to <color=#fff568>10 Captain Marvel</color> shards
ID_GACHA_CRATE_MILESTONE_DESCRIPTION,Earn up to 10 shards of select characters
ID_GACHA_CRATE_MILESTONE_TOKEN_NAME,Milestone Orb Fragments
ID_GACHA_CRATE_MILESTONE_TOKEN_DESCRIPTION,Collect Milestone Orb Fragments to earn a Milestone Orb.
ID_GACHA_CRATE_PREMIUM_NAME,Premium Orb
ID_GACHA_CRATE_PREMIUM_DESCRIPTION,Guarantees at least 15 character shards
ID_GACHA_CRATE_PREMIUM_TOKEN_NAME,Premium Orb Fragments
ID_GACHA_CRATE_PREMIUM_TOKEN_DESCRIPTION,Collect Premium Orb Fragments to earn a Premium Orb.
ID_GACHA_M_CRATE_PROMOTION_NAME,Red Star Orb
ID_GACHA_M_CRATE_PROMOTION_DESCRIPTION,Get Red Star promotions to boost your characters' stats
ID_GACHA_M_CRATE_PROMOTION_TOKEN_NAME,Red Star Orb Fragments
ID_GACHA_M_CRATE_PROMOTION_TOKEN_DESCRIPTION,Collect Red Star Orb Fragments to earn a Red Star Orb
ID_GACHA_CRATE_RAID_CHASE_SHARD_NAME,Raid Orb
ID_GACHA_CRATE_RAID_CHASE_SHARD_DESCRIPTION,Contains 9 character shards
ID_GACHA_CRATE_RAID_CHASE_SHARD_TOKEN_NAME,Raid Orb Fragments
ID_GACHA_CRATE_RAID_CHASE_SHARD_TOKEN_DESCRIPTION,Collect Raid Orb Fragments to earn a Raid Orb.
ID_GACHA_CRATE_ISOITEM_ALL_RANDOM_NAME,T1 Iso-8 Orb
ID_GACHA_CRATE_ISOITEM_ALL_RANDOM_DESCRIPTION,Contains T1 Iso-8 Crystals.
ID_GACHA_CRATE_ISOITEM_ALL_RANDOM_TOKEN_NAME,T1 Iso-8 Orb Fragments
ID_GACHA_CRATE_ISOITEM_ALL_RANDOM_TOKEN_DESCRIPTION,Collect T1 Iso-8 Orb Fragments to earn a T1 Iso-8 Orb.
ID_GACHA_CRATE_ISO8_CRAFTING_CURRENCY_NAME,T1 Ion Orb
ID_GACHA_CRATE_ISO8_CRAFTING_CURRENCY_DESCRIPTION,Contains T1 Ions.
ID_GACHA_CRATE_ISO8_CRAFTING_CURRENCY_TOKEN_NAME,T1 Ion Orb Fragments
ID_GACHA_CRATE_ISO8_CRAFTING_CURRENCY_TOKEN_DESCRIPTION,Collect T1 Ion Orb Fragments to earn a T1 Ion Orb.
ID_GACHA_CRATE_XP_HIGH_NAME,Training Orb
ID_GACHA_CRATE_XP_HIGH_DESCRIPTION,Guarantees 24 to 75 Lv. 4 Training Modules
ID_GACHA_CRATE_XP_HIGH_TOKEN_NAME,Training Orb Fragments
ID_GACHA_CRATE_XP_HIGH_TOKEN_DESCRIPTION,Collect Training Orb Fragments to earn a Training Orb.
ID_GACHA_CRATE_DOWNCONVERSION_NAME,Ultimus Orb
ID_GACHA_CRATE_DOWNCONVERSION_DESCRIPTION,Guaranteed Ultimus shards
ID_GACHA_CRATE_FCO_GENERIC_DESCRIPTION_145,Get up to 145 shards
ID_GACHA_CRATE_FCO_GENERIC_DESCRIPTION_180,Get up to 180 shards
ID_GACHA_CRATE_FCO_GENERIC_DESCRIPTION_100,Get up to 100 shards
ID_GACHA_M_CRATE_PROMOTION_ADVANCED_NAME,Elite 4 Star Orb
ID_GACHA_M_CRATE_PROMOTION_ADVANCED_DESCRIPTION,Guarantees 4-Red Star Promotion or better
ID_GACHA_M_CRATE_PROMOTION_ADVANCED_TOKEN_NAME,Elite 4 Star Orb Fragments
ID_GACHA_M_CRATE_PROMOTION_ADVANCED_TOKEN_DESCRIPTION,Collect Elite 4 Credits to buy the Elite 4 Orb
ID_GACHA_M_CRATE_PROMOTION_ADVANCED_5_NAME,Elite 5 Star Orb
ID_GACHA_M_CRATE_PROMOTION_ADVANCED_5_DESCRIPTION,Guarantees 5-Red Star Promotion or better
ID_GACHA_M_CRATE_PROMOTION_ADVANCED_5_TOKEN_NAME,Elite 5 Star Orb Fragments
ID_GACHA_M_CRATE_PROMOTION_ADVANCED_5_TOKEN_DESCRIPTION,Collect Elite 5 Credits to buy the Elite 5 Orb
ID_GACHA_M_CRATE_PROMOTION_ADVANCED_6_NAME,Elite 6 Star Orb
ID_GACHA_M_CRATE_PROMOTION_ADVANCED_6_DESCRIPTION,Guarantees 6-Red Star Promotion or better
ID_GACHA_M_CRATE_PROMOTION_ADVANCED_6_TOKEN_NAME,Elite 6 Star Orb Fragments
ID_GACHA_M_CRATE_PROMOTION_ADVANCED_6_TOKEN_DESCRIPTION,Collect Elite 6 Credits to buy the Elite 6 Orb
ID_GACHA_M_CRATE_PROMOTION_ADVANCED_7_NAME,Elite 7 Star Orb
ID_GACHA_M_CRATE_PROMOTION_ADVANCED_7_DESCRIPTION,Guarantees 7-Red Star Promotion
ID_GACHA_M_CRATE_PROMOTION_ADVANCED_7_TOKEN_NAME,Elite 7 Star Orb Fragments
ID_GACHA_M_CRATE_PROMOTION_ADVANCED_7_TOKEN_DESCRIPTION,Collect Elite 7 Credits to buy the Elite 7 Orb
ID_GACHA_M_CRATE_DD3_REWARD_NAME,Valiant Red Star Orb
ID_GACHA_M_CRATE_DD3_REWARD_DESCRIPTION,Get a guaranteed 7 Red Star for the strongest characters!
ID_GACHA_M_CRATE_DD3_REWARD_TOKEN_NAME,Valiant Red Star Orb Fragments
ID_GACHA_M_CRATE_DD3_REWARD_TOKEN_DESCRIPTION,Complete Dark Dimension III to earn Valiant Credits.
ID_GACHA_M_CRATE_TOKEN_NAME,Silver Promotion Credit
ID_GACHA_M_CRATE_TOKEN_DESCRIPTION,Used to promote specific characters up to 5 Red Stars
ID_GACHA_M_CRATE_TOKEN_5_NAME,5 Silver Promotion Credits
ID_GACHA_M_CRATE_TOKEN_5_DESCRIPTION,Used to promote specific characters up to 5 Red Stars
ID_GACHA_M_CRATE_TOKEN_50_NAME,50 Promotion Credits
ID_GACHA_M_CRATE_TOKEN_50_DESCRIPTION,Used to promote specific characters up to 5 Red Stars
ID_GACHA_M_CRATE_TOKEN_ADVANCED_NAME,Gold Promotion Credit
ID_GACHA_M_CRATE_TOKEN_ADVANCED_DESCRIPTION,Used to promote specific characters to 6 & 7 Red Stars
ID_GACHA_M_CRATE_TOKEN_ADVANCED_20_NAME,20 Gold Promotion Credits
ID_GACHA_M_CRATE_TOKEN_ADVANCED_20_DESCRIPTION,Used to promote specific characters to 6 & 7 Red Stars
ID_GACHA_CRATE_RAID_BLUE_GEARMATS_NAME,Blue Gear Raid Orb
ID_GACHA_CRATE_RAID_BLUE_GEARMATS_DESCRIPTION,Contains blue gear and blue gear materials
ID_GACHA_CRATE_RAID_BLUE_GEARMATS_TOKEN_DESCRIPTION,Collect Blue Gear Raid Orb Fragments to earn a Blue Gear Raid Orb.
ID_GACHA_CRATE_RAID_BLUE_GEARMATS_TOKEN_NAME,Blue Gear Raid Orb Fragments
ID_GACHA_CRATE_RAID_PURPLE_GEARMATS_NAME,Purple Gear Raid Orb
ID_GACHA_CRATE_RAID_PURPLE_GEARMATS_DESCRIPTION,Contains purple gear and Unique gear materials
ID_GACHA_CRATE_RAID_PURPLE_GEARMATS_TOKEN_DESCRIPTION,Collect Purple Gear Raid Orb Fragments to earn a Purple Gear Raid Orb.
ID_GACHA_CRATE_RAID_PURPLE_GEARMATS_TOKEN_NAME,Purple Gear Raid Orb Fragments
ID_GACHA_CRATE_RAID_ORANGE_GEARMATS_NAME,Orange Gear Raid Orb
ID_GACHA_CRATE_RAID_ORANGE_GEARMATS_DESCRIPTION,Contains orange gear materials
ID_GACHA_CRATE_RAID_ORANGE_GEARMATS_TOKEN_DESCRIPTION,Collect Orange Gear Raid Orb Fragments to earn an Orange Gear Raid Orb
ID_GACHA_CRATE_RAID_ORANGE_GEARMATS_TOKEN_NAME,Orange Gear Raid Orb Fragments
ID_GACHA_CRATE_W_BLUE_NAME,Blue Gear War Orb
ID_GACHA_CRATE_W_BLUE_DESCRIPTION,Contains blue gear and blue gear materials
ID_GACHA_CRATE_W_BLUE_TOKEN_NAME,Blue Gear War Orb Fragments
ID_GACHA_CRATE_W_BLUE_TOKEN_DESCRIPTION,Collect Blue Gear War Orb Fragments to earn a Blue Gear War Orb.
ID_GACHA_CRATE_W_PURPLE_NAME,Purple Gear War Orb
ID_GACHA_CRATE_W_PURPLE_DESCRIPTION,Contains purple gear and Unique gear materials
ID_GACHA_CRATE_W_PURPLE_TOKEN_NAME,Purple Gear War Orb Fragments
ID_GACHA_CRATE_W_PURPLE_TOKEN_DESCRIPTION,Collect Purple Gear War Orb Fragments to earn a Purple Gear War Orb.
ID_GACHA_CRATE_W_ORANGE_NAME,Orange Gear War Orb I
ID_GACHA_CRATE_W_ORANGE_DESCRIPTION,Contains orange gear and Unique gear materials
ID_GACHA_CRATE_W_ORANGE_TOKEN_NAME,Orange Gear War Orb I Fragments
ID_GACHA_CRATE_W_ORANGE_TOKEN_DESCRIPTION,Collect Orange Gear War Orb I Fragments to earn a Orange Gear War Orb I.
ID_GACHA_CRATE_RAID_ELITE_ORANGE_GEARMATS_NAME,Orange Elite Orb
ID_GACHA_CRATE_RAID_ELITE_ORANGE_GEARMATS_DESCRIPTION,Contains orange gear and Unique gear materials
ID_GACHA_CRATE_RAID_ELITE_ORANGE_GEARMATS_TOKEN_DESCRIPTION,Collect Orange Elite Orb Fragments to earn an Orange Elite Orb.
ID_GACHA_CRATE_RAID_ELITE_ORANGE_GEARMATS_TOKEN_NAME,Orange Elite Orb Fragments
ID_GACHA_CRATE_ORANGE_UNIQUES_NAME,Orange Uniques Orb
ID_GACHA_CRATE_ORANGE_UNIQUES_DESCRIPTION,Contains orange Unique gear materials
ID_GACHA_CRATE_ORANGE_UNIQUES_TOKEN_NAME,Orange Uniques Orb Fragment
ID_GACHA_CRATE_ORANGE_UNIQUES_TOKEN_DESCRIPTION,Collect Orange Uniques Orb Fragments to earn an Orange Uniques Orb
ID_GACHA_CRATE_RAID_BLUE_GEARMATS_2_NAME,Improved Gear Orb
ID_GACHA_CRATE_RAID_BLUE_GEARMATS_2_DESCRIPTION,Contains Improved gear and Improved gear materials
ID_GACHA_CRATE_RAID_BLUE_GEARMATS_2_TOKEN_DESCRIPTION,Collect Improved Gear Orb Fragments to earn a Improved Gear Orb.
ID_GACHA_CRATE_RAID_BLUE_GEARMATS_2_TOKEN_NAME,Improved Gear Orb Fragments
ID_GACHA_CRATE_RAID_PURPLE_GEARMATS_2_DESCRIPTION,Contains Advanced gear and Unique gear materials
ID_GACHA_CRATE_RAID_PURPLE_GEARMATS_2_NAME,Advanced Gear Orb
ID_GACHA_CRATE_RAID_PURPLE_GEARMATS_2_TOKEN_DESCRIPTION,Collect Advanced Gear Orb Fragments to earn a Advanced Gear Orb.
ID_GACHA_CRATE_RAID_PURPLE_GEARMATS_2_TOKEN_NAME,Advanced Gear Orb Fragments
ID_GACHA_CRATE_RAID_ORANGE_GEARMATS_2_DESCRIPTION,Contains Superior gear materials
ID_GACHA_CRATE_RAID_ORANGE_GEARMATS_2_NAME,Superior Gear Orb
ID_GACHA_CRATE_RAID_ORANGE_GEARMATS_2_TOKEN_DESCRIPTION,Collect Superior Gear Orb Fragments to earn an Superior Gear Orb
ID_GACHA_CRATE_RAID_ORANGE_GEARMATS_2_TOKEN_NAME,Superior Gear Orb Fragments
ID_GACHA_CRATE_BIO_PURPLE_GEARMATS_NAME,Purple Bio Gear Orb
ID_GACHA_CRATE_BIO_PURPLE_GEARMATS_DESCRIPTION,Contains only purple Bio gear materials
ID_GACHA_CRATE_BIO_PURPLE_GEARMATS_TOKEN_DESCRIPTION,Collect Purple Bio Gear Orb Fragments to earn a Purple Bio Gear Orb.
ID_GACHA_CRATE_BIO_PURPLE_GEARMATS_TOKEN_NAME,Purple Bio Gear Orb Fragments
ID_GACHA_CRATE_MYSTIC_PURPLE_GEARMATS_NAME,Purple Mystic Gear Orb
ID_GACHA_CRATE_MYSTIC_PURPLE_GEARMATS_DESCRIPTION,Contains only purple Mystic gear materials
ID_GACHA_CRATE_MYSTIC_PURPLE_GEARMATS_TOKEN_DESCRIPTION,Collect Purple Mystic Gear Orb Fragments to earn a Purple Mystic Gear Orb.
ID_GACHA_CRATE_MYSTIC_PURPLE_GEARMATS_TOKEN_NAME,Purple Mystic Gear Orb Fragments
ID_GACHA_CRATE_MUTANT_PURPLE_GEARMATS_NAME,Purple Mutant Gear Orb
ID_GACHA_CRATE_MUTANT_PURPLE_GEARMATS_DESCRIPTION,Contains only purple Mutant gear materials
ID_GACHA_CRATE_MUTANT_PURPLE_GEARMATS_TOKEN_DESCRIPTION,Collect Purple Mutant Gear Orb Fragments to earn a Purple Mutant Gear Orb.
ID_GACHA_CRATE_MUTANT_PURPLE_GEARMATS_TOKEN_NAME,Purple Mutant Gear Orb Fragments
ID_GACHA_CRATE_SKILL_PURPLE_GEARMATS_NAME,Purple Skill Gear Orb
ID_GACHA_CRATE_SKILL_PURPLE_GEARMATS_DESCRIPTION,Contains only purple Skill gear materials
ID_GACHA_CRATE_SKILL_PURPLE_GEARMATS_TOKEN_DESCRIPTION,Collect Purple Skill Gear Orb Fragments to earn a Purple Skill Gear Orb.
ID_GACHA_CRATE_SKILL_PURPLE_GEARMATS_TOKEN_NAME,Purple Skill Gear Orb Fragments
ID_GACHA_CRATE_TECH_PURPLE_GEARMATS_NAME,Purple Tech Gear Orb
ID_GACHA_CRATE_TECH_PURPLE_GEARMATS_DESCRIPTION,Contains only purple Tech gear materials
ID_GACHA_CRATE_TECH_PURPLE_GEARMATS_TOKEN_DESCRIPTION,Collect Purple Tech Gear Orb Fragments to earn a Purple Tech Gear Orb.
ID_GACHA_CRATE_TECH_PURPLE_GEARMATS_TOKEN_NAME,Purple Tech Gear Orb Fragments
ID_GACHA_CRATE_PURPLE_CATS_NAME,Purple Catalyst Orb
ID_GACHA_CRATE_PURPLE_CATS_DESCRIPTION,Contains only purple catalyst materials
ID_GACHA_CRATE_PURPLE_CATS_TOKEN_DESCRIPTION,Collect Purple Catalyst Orb Fragments to earn a Purple Catalyst Orb.
ID_GACHA_CRATE_PURPLE_CATS_TOKEN_NAME,Purple Catalyst Orb Fragments
ID_GACHA_CRATE_BIO_ORANGE_GEARMATS_NAME,Orange Bio Gear Orb
ID_GACHA_CRATE_BIO_ORANGE_GEARMATS_DESCRIPTION,Contains only orange Bio gear materials
ID_GACHA_CRATE_BIO_ORANGE_GEARMATS_TOKEN_DESCRIPTION,Collect Orange Bio Gear Orb Fragments to earn a Orange Bio Gear Orb.
ID_GACHA_CRATE_BIO_ORANGE_GEARMATS_TOKEN_NAME,Orange Bio Gear Orb Fragments
ID_GACHA_CRATE_MYSTIC_ORANGE_GEARMATS_NAME,Orange Mystic Gear Orb
ID_GACHA_CRATE_MYSTIC_ORANGE_GEARMATS_DESCRIPTION,Contains only orange Mystic gear materials
ID_GACHA_CRATE_MYSTIC_ORANGE_GEARMATS_TOKEN_DESCRIPTION,Collect Orange Mystic Gear Orb Fragments to earn a Orange Mystic Gear Orb.
ID_GACHA_CRATE_MYSTIC_ORANGE_GEARMATS_TOKEN_NAME,Orange Mystic Gear Orb Fragments
ID_GACHA_CRATE_MUTANT_ORANGE_GEARMATS_NAME,Orange Mutant Gear Orb
ID_GACHA_CRATE_MUTANT_ORANGE_GEARMATS_DESCRIPTION,Contains only orange Mutant gear materials
ID_GACHA_CRATE_MUTANT_ORANGE_GEARMATS_TOKEN_DESCRIPTION,Collect Orange Mutant Gear Orb Fragments to earn a Orange Mutant Gear Orb.
ID_GACHA_CRATE_MUTANT_ORANGE_GEARMATS_TOKEN_NAME,Orange Mutant Gear Orb Fragments
ID_GACHA_CRATE_SKILL_ORANGE_GEARMATS_NAME,Orange Skill Gear Orb
ID_GACHA_CRATE_SKILL_ORANGE_GEARMATS_DESCRIPTION,Contains only orange Skill gear materials
ID_GACHA_CRATE_SKILL_ORANGE_GEARMATS_TOKEN_DESCRIPTION,Collect Orange Skill Gear Orb Fragments to earn a Orange Skill Gear Orb.
ID_GACHA_CRATE_SKILL_ORANGE_GEARMATS_TOKEN_NAME,Orange Skill Gear Orb Fragments
ID_GACHA_CRATE_TECH_ORANGE_GEARMATS_NAME,Orange Tech Gear Orb
ID_GACHA_CRATE_TECH_ORANGE_GEARMATS_DESCRIPTION,Contains only orange Tech gear materials
ID_GACHA_CRATE_TECH_ORANGE_GEARMATS_TOKEN_DESCRIPTION,Collect Orange Tech Gear Orb Fragments to earn a Orange Tech Gear Orb.
ID_GACHA_CRATE_TECH_ORANGE_GEARMATS_TOKEN_NAME,Orange Tech Gear Orb Fragments
ID_GACHA_CRATE_CATS_ORANGE_GEARMATS_NAME,Orange Catalyst Orb
ID_GACHA_CRATE_CATS_ORANGE_GEARMATS_DESCRIPTION,Contains only orange catalyst materials
ID_GACHA_CRATE_CATS_ORANGE_GEARMATS_TOKEN_DESCRIPTION,Collect Orange Catalyst Orb Fragments to earn a Orange Catalyst Orb.
ID_GACHA_CRATE_CATS_ORANGE_GEARMATS_TOKEN_NAME,Orange Catalyst Orb Fragments
ID_GACHA_CRATE_W_ORANGE_LV75_NAME,Orange Gear War Orb II
ID_GACHA_CRATE_W_ORANGE_LV75_DESCRIPTION,Contains orange gear and Unique gear materials
ID_GACHA_CRATE_W_ORANGE_LV75_TOKEN_NAME,Orange Gear War Orb II Fragments
ID_GACHA_CRATE_W_ORANGE_LV75_TOKEN_DESCRIPTION,Collect Orange Gear War Orb II Fragments to earn a Orange Gear War Orb II.
ID_GACHA_CRATE_EVENT_CAMPAIGN_BLACKPANTHER_201905_NAME,Alpha Raid Orb
ID_GACHA_CRATE_EVENT_CAMPAIGN_BLACKPANTHER_201905_DESCRIPTION,Earn Alpha Raid Orb Fragments by completing Alpha Raids.
ID_GACHA_CRATE_EVENT_CAMPAIGN_BLACKPANTHER_201905_TOKEN_NAME,Alpha Raid Orb Fragments
ID_GACHA_CRATE_EVENT_CAMPAIGN_BLACKPANTHER_201905_TOKEN_DESCRIPTION,Collect Alpha Raid Orb Fragments in Alpha Raids.
ID_GACHA_CRATE_EVENT_RAID_GLOBAL_VILLAINS_ALPHA_201910_NAME,Alpha Raid Orb
ID_GACHA_CRATE_EVENT_RAID_GLOBAL_VILLAINS_ALPHA_201910_DESCRIPTION,Earn Alpha Raid Orb Fragments by completing Alpha Raids.
ID_GACHA_CRATE_EVENT_RAID_GLOBAL_VILLAINS_ALPHA_201910_TOKEN_NAME,Alpha Raid Orb Fragments
ID_GACHA_CRATE_EVENT_RAID_GLOBAL_VILLAINS_ALPHA_201910_TOKEN_DESCRIPTION,Collect Alpha Raid Orb Fragments in Alpha Raids.
ID_GACHA_CRATE_EVENT_RAID_ALPHA_MYSTIC_VILLAINS_202005_NAME,Alpha Raid Orb
ID_GACHA_CRATE_EVENT_RAID_ALPHA_MYSTIC_VILLAINS_202005_DESCRIPTION,Earn Alpha Raid Orb Fragments by completing Alpha Raids.
