id,translation
ID_MILESTONE_BLITZ_NEGASONIC,Win a Blitz battle with: Negasonic
ID_MILESTONE_BLITZ_NICKFURY,Win a Blitz battle with: Nick Fury
ID_MILESTONE_BLITZ_NIGHTNURSE,Win a Blitz battle with: Night Nurse
ID_MILESTONE_BLITZ_NOBU,Win a Blitz battle with: Nobu
ID_MILESTONE_BLITZ_OKOYE,Win a Blitz battle with: Okoye
ID_MILESTONE_BLITZ_PHOENIX,Win a Blitz battle with: Phoenix
ID_MILESTONE_BLITZ_DARKPHOENIX,Win a Blitz battle with: Dark Phoenix
ID_MILESTONE_BLITZ_PROXIMAMIDNIGHT,Win a Blitz battle with: Proxima Midnight
ID_MILESTONE_BLITZ_PUNISHER,Win a Blitz battle with: Punisher
ID_MILESTONE_BLITZ_PSYLOCKE,Win a Blitz battle with: Psylocke
ID_MILESTONE_BLITZ_PYRO,Win a Blitz battle with: Pyro
ID_MILESTONE_BLITZ_QUAKE,Win a Blitz battle with: Quake
ID_MILESTONE_BLITZ_RAVAGERDMG_AOE,Win a Blitz battle with: Ravager Boomer
ID_MILESTONE_BLITZ_RAVAGERSUPPORT_HEAL,Win a Blitz battle with: Ravager Stitcher
ID_MILESTONE_BLITZ_RAVAGERTANK_TAUNT,Win a Blitz battle with: Ravager Bruiser
ID_MILESTONE_BLITZ_REDSKULL,Win a Blitz battle with: Red Skull
ID_MILESTONE_BLITZ_RESCUE,Win a Blitz battle with: Rescue
ID_MILESTONE_BLITZ_RHINO,Win a Blitz battle with: Rhino
ID_MILESTONE_BLITZ_ROCKETRACCOON,Win a Blitz battle with: Rocket Raccoon
ID_MILESTONE_BLITZ_RONAN,Win a Blitz battle with: Ronan the Accuser
ID_MILESTONE_BLITZ_SABRETOOTH,Win a Blitz battle with: Sabretooth
ID_MILESTONE_BLITZ_SCARLETWITCH,Win a Blitz battle with: Scarlet Witch
ID_MILESTONE_BLITZ_SCIENTISTSUPREME,Win a Blitz battle with: Scientist Supreme
ID_MILESTONE_BLITZ_SCREAM,Win a Blitz battle with: Scream
ID_MILESTONE_BLITZ_SHIELDDMG_AOE,Win a Blitz battle with: S.H.I.E.L.D. Assault
ID_MILESTONE_BLITZ_SHIELDDMG_DEFENSE,Win a Blitz battle with: S.H.I.E.L.D. Trooper
ID_MILESTONE_BLITZ_SHIELDSUPPORT_HEAL,Win a Blitz battle with: S.H.I.E.L.D. Medic
ID_MILESTONE_BLITZ_SHIELDSUPPORT_STEALTH,Win a Blitz battle with: S.H.I.E.L.D. Operative
ID_MILESTONE_BLITZ_SHIELDTANK_STUN,Win a Blitz battle with: S.H.I.E.L.D. Security
ID_MILESTONE_BLITZ_SHEHULK,Win a Blitz battle with: She-Hulk
ID_MILESTONE_BLITZ_SHOCKER,Win a Blitz battle with: Shocker
ID_MILESTONE_BLITZ_SHURI,Win a Blitz battle with: Shuri
ID_MILESTONE_BLITZ_SIF,Win a Blitz battle with: Sif
ID_MILESTONE_BLITZ_SPIDERMAN,Win a Blitz battle with: Spider-Man
ID_MILESTONE_BLITZ_SQUIRRELGIRL,Win a Blitz battle with: Squirrel Girl
ID_MILESTONE_BLITZ_STARLORD,Win a Blitz battle with: Star-Lord
ID_MILESTONE_BLITZ_STORM,Win a Blitz battle with: Storm
ID_MILESTONE_BLITZ_STRYFE,Win a Blitz battle with: Stryfe
ID_MILESTONE_BLITZ_SWARM,Win a Blitz battle with: Swarm
ID_MILESTONE_BLITZ_SYMBIOTESPIDERMAN,Win a Blitz battle with: Spider-Man (Symbiote)
ID_MILESTONE_BLITZ_TASKMASTER,Win a Blitz battle with: Taskmaster
ID_MILESTONE_BLITZ_THANOS,Win a Blitz battle with: Thanos
ID_MILESTONE_BLITZ_THING,Win a Blitz battle with: The Thing
ID_MILESTONE_BLITZ_THOR,Win a Blitz battle with: Thor
ID_MILESTONE_BLITZ_TOAD,Win a Blitz battle with: Toad
ID_MILESTONE_BLITZ_ULTIMUS,Win a Blitz battle with: Ultimus
ID_MILESTONE_BLITZ_ULTRON,Win a Blitz battle with: Ultron
ID_MILESTONE_BLITZ_ULTGREENGOBLIN,Win a Blitz battle with: Green Goblin
ID_MILESTONE_BLITZ_ULTSPIDERMAN,Win a Blitz battle with: Spider-Man (Miles)
ID_MILESTONE_BLITZ_VENOM,Win a Blitz battle with: Venom
ID_MILESTONE_BLITZ_VISION,Win a Blitz battle with: Vision
ID_MILESTONE_BLITZ_VULTURE,Win a Blitz battle with: Vulture
ID_MILESTONE_BLITZ_WARMACHINE,Win a Blitz battle with: War Machine
ID_MILESTONE_BLITZ_WASP,Win a Blitz battle with: Wasp
ID_MILESTONE_BLITZ_WINTERSOLDIER,Win a Blitz battle with: Winter Soldier
ID_MILESTONE_BLITZ_WOLVERINE,Win a Blitz battle with: Wolverine
ID_MILESTONE_BLITZ_X23,Win a Blitz battle with: X-23
ID_MILESTONE_BLITZ_YONDU,Win a Blitz battle with: Yondu
ID_MILESTONE_BLITZ_YOYO,Win a Blitz battle with: Yo-Yo
ID_MILESTONE_BLITZ_ZEMO,Win a Blitz battle with: Baron Zemo
ID_MILESTONE_RAID_DEADPOOL,Win a Raid battle with: Deadpool
ID_MILESTONE_RAID_DEADPOOL_GT11,Win a Raid battle with Deadpool at Gear Tier 11 or higher
ID_MILESTONE_RAID_DOCTORSTRANGE,Win a Raid battle with: Doctor Strange
ID_MILESTONE_RAID_DOCTORSTRANGE_GT11,Win a Raid battle with Doctor Strange at Gear Tier 11 or higher
ID_MILESTONE_RAID_ELEKTRA,Win a Raid battle with: Elektra
ID_MILESTONE_RAID_ELEKTRA_GT11,Win a Raid battle with Elektra at Gear Tier 11 or higher
ID_MILESTONE_RAID_GROOT,Win a Raid battle with: Groot
ID_MILESTONE_RAID_GROOT_GT11,Win a Raid battle with Groot at Gear Tier 11 or higher
ID_MILESTONE_RAID_MINERVA,Win a Raid battle with: Minn-Erva
ID_MILESTONE_RAID_MINERVA_GT11,Win a Raid battle with Minn-Erva at Gear Tier 11 or higher
ID_MILESTONE_RAID_NEBULA,Win a Raid battle with: Nebula
ID_MILESTONE_RAID_NEBULA_GT11,Win a Raid battle with Nebula at Gear Tier 11 or higher
ID_MILESTONE_RAID_NOBU,Win a Raid battle with: Nobu
ID_MILESTONE_RAID_NOBU_GT11,Win a Raid battle with Nobu at Gear Tier 11 or higher
ID_MILESTONE_RAID_SCIENTISTSUPREME,Win a Raid battle with: Scientist Supreme
ID_MILESTONE_RAID_SCIENTISTSUPREME_GT11,Win a Raid battle with Scientist Supreme at Gear Tier 11 or higher
ID_MILESTONE_RAID_SHIELDSUPPORT_HEAL,Win a Raid battle with: S.H.I.E.L.D. Medic
ID_MILESTONE_RAID_SHIELDSUPPORT_HEAL_GT11,Win a Raid battle with S.H.I.E.L.D. Medic at Gear Tier 11 or higher
ID_MILESTONE_RAID_WOLVERINE,Win a Raid battle with: Wolverine
ID_MILESTONE_RAID_WOLVERINE_GT11,Win a Raid battle with Wolverine at Gear Tier 11 or higher
ID_ME_NA_ARENACOMBAT,Ultimate Gladiator
ID_ME_SD_ARENACOMBAT,Win Battles in Blitz
ID_ME_SM_ARENACOMBAT,Earn points by competing in BLITZ
ID_ME_LM_ARENACOMBAT,Win in Blitz to earn various milestone rewards.
ID_ME_S1_ARENACOMBAT,Earn 1 BLITZ POINT
ID_ME_NA_ARENACOMBATALLY,Ultimate Gladiator
ID_ME_SD_ARENACOMBATALLY,Win Battles in Blitz
ID_ME_SM_ARENACOMBATALLY,Earn points by competing in BLITZ
ID_ME_LM_ARENACOMBATALLY,Win in Blitz as an ALLIANCE to earn various milestone rewards.
ID_ME_S1_ARENACOMBATALLY,Win a Battle in BLITZ
ID_ME_S2_ARENACOMBATALLY,Lose a Battle in BLITZ
ID_ME_NA_BLITZCOMBAT_ALLY_DEADPOOL,Trigger-happy Gladiator
ID_ME_NA_BLITZCOMBAT_ALLY_THANOS,Maddest Gladiator
ID_ME_NA_BATTLECOMPLETION,World Warrior
ID_ME_SD_BATTLECOMPLETION,Fight in Battles
ID_ME_SM_BATTLECOMPLETION,Earn points by fighting in battles
ID_ME_LM_BATTLECOMPLETION,Fight in any battle to earn various milestone rewards.
ID_ME_S1_BATTLECOMPLETION,Spend 1 CAMPAIGN ENERGY
ID_ME_S2_BATTLECOMPLETION,Complete a CHALLENGE
ID_ME_S3_BATTLECOMPLETION,Win a Battle in BLITZ
ID_ME_S4_BATTLECOMPLETION,Lose a Battle in BLITZ
ID_ME_S5_BATTLECOMPLETION,Battle in Ultimus RAIDS
ID_ME_S6_BATTLECOMPLETION,Battle in Thanos RAIDS
ID_ME_S7_BATTLECOMPLETION,Battle in Ultron RAIDS
ID_ME_S8_BATTLECOMPLETION,Win a Battle in ARENA
ID_ME_S9_BATTLECOMPLETION,Lose a Battle in ARENA
ID_ME_S10_BATTLECOMPLETION,Battle in the ARENA
ID_ME_S11_BATTLECOMPLETION,Battle in Deadpool RAIDS
ID_ME_S12_BATTLECOMPLETION,Win an ALLIANCE WAR Battle
ID_ME_S13_BATTLECOMPLETION,Win or lose an attack in ALLIANCE WAR
ID_ME_NA_BATTLECOMPLETIONALLY,World Warrior
ID_ME_SD_BATTLECOMPLETIONALLY,Fight in Battles
ID_ME_SM_BATTLECOMPLETIONALLY,Earn points by fighting in battles
ID_ME_LM_BATTLECOMPLETIONALLY,Fight in any battle as an ALLIANCE to earn various milestone rewards.
ID_ME_S1_BATTLECOMPLETIONALLY,Spend 1 CAMPAIGN ENERGY
ID_ME_S2_BATTLECOMPLETIONALLY,Complete a CHALLENGE
ID_ME_S3_BATTLECOMPLETIONALLY,Win a Battle in BLITZ
ID_ME_S4_BATTLECOMPLETIONALLY,Lose a Battle in BLITZ
ID_ME_S5_BATTLECOMPLETIONALLY,Win a Battle in ARENA
ID_ME_S6_BATTLECOMPLETIONALLY,Lose a Battle in ARENA
ID_ME_NA_BATTLECOMPLETION_ALLY_THANOS,Eternal Savior
ID_ME_NA_BATTLECOMPLETION_ALLY_DEADPOOL,Savior for Hire
ID_ME_NA_CAMPAIGNENERGY,Save the World!
ID_ME_SD_CAMPAIGNENERGY,Spend Campaign Energy
ID_ME_SM_CAMPAIGNENERGY,Earn points by spending CAMPAIGN ENERGY
ID_ME_LM_CAMPAIGNENERGY,Spend CAMPAIGN ENERGY to earn various milestone rewards.
ID_ME_S1_CAMPAIGNENERGY,Spend 1 CAMPAIGN ENERGY
ID_ME_NA_CHARACTERTRAINING,Hone Your Skills
ID_ME_SD_CHARACTERTRAINING,Use Training Modules
ID_ME_SM_CHARACTERTRAINING,Earn points by using TRAINING MODULES
ID_ME_LM_CHARACTERTRAINING,Use TRAINING MODULES to train your characters and earn various milestone rewards.
ID_ME_S1_CHARACTERTRAINING,Use 1 L1 TRAINING MODULE
ID_ME_S2_CHARACTERTRAINING,Use 1 L2 TRAINING MODULE
ID_ME_S3_CHARACTERTRAINING,Use 1 L3 TRAINING MODULE
ID_ME_S4_CHARACTERTRAINING,Use 1 L4 TRAINING MODULE
ID_ME_NA_RAIDCOMBAT_ALLY_DEADPOOL,Conqueror for Hire
ID_ME_NA_RAIDCOMBAT_ALLY,Universal Conqueror
ID_ME_SD_RAIDCOMBAT_ALLY,Battle in Raids
ID_ME_SM_RAIDCOMBAT_ALLY,Earn points by competing in RAIDS
ID_ME_LM_RAIDCOMBAT_ALLY,Battle in Raids as an ALLIANCE to earn various milestone rewards.
ID_ME_S1_RAIDCOMBAT_ALLY,Win a battle in RAIDS
ID_ME_S2_RAIDCOMBAT_ALLY,Lose a battle in RAIDS
ID_ME_S3_RAIDCOMBAT_ALLY,Battle in RAIDS
ID_ME_S4_RAIDCOMBAT_ALLY,Win or Lose a Raid battle
ID_ME_NA_HARDCURRENCY,Power Monger
ID_ME_SD_HARDCURRENCY,Spend Power Cores
ID_ME_SM_HARDCURRENCY,Earn points by spending POWER CORES
ID_ME_LM_HARDCURRENCY,Spend POWER CORES to earn various milestone rewards.
ID_ME_S1_HARDCURRENCY,Spend 1 POWER CORE
ID_ME_NA_SOFTCURRENCY,High Roller
ID_ME_SD_SOFTCURRENCY,Spend Gold
ID_ME_SM_SOFTCURRENCY,Earn points by spending GOLD
ID_ME_LM_SOFTCURRENCY,Spend GOLD to earn various milestone rewards.
ID_ME_S1_SOFTCURRENCY,Spend 1 GOLD
ID_ME_NA_CAMPAIGNENERGY_NOCHAR,Save the World!
ID_ME_NA_SOFTCURRENCY_NOCHAR,High Roller
ID_ME_NA_BATTLECOMPLETIONALLY_NOCHAR,World Warrior
ID_QU_NA_SOFTCURRENCY_EMMAFROST,High Roller
ID_QU_NA_CAMPAIGNENERGY_EMMAFROST,Save the World
ID_QU_NA_BATTLECOMPLETIONALLY_EMMAFROST,World Warrior
ID_ME_NA_LC_ENERGY,Titan Eternal
ID_ME_SD_LC_ENERGY,Spend Campaign and Raid Energy
ID_ME_SM_LC_ENERGY,Earn points by spending Campaign and Raid Energy
ID_ME_LM_LC_ENERGY,Spend Campaign and Raid Energy to earn Thanos shards.
ID_ME_S1_ORB_BLITZ,Open a Blitz Orb
ID_ME_S1_ORB_RAID,Open a Raid Orb
ID_ME_S1_KINGPINSVAULT,Open the Kingpin's Vault
ID_ME_LM_ORBSAPLENTY,Earn various milestone rewards by opening any of the following orbs:\n\nPremium Orb\nBlitz Orb\nRaid Orb\nKingpin's Vault\nRed Star Orb\n\n*You must be level 42 or higher to unlock the Red Star feature.
ID_ME_NA_ORBSAPLENTY,Orbs-A-Plenty
ID_ME_NA_ORB_AVALANCHE,Orb Avalanche
ID_ME_SD_ORB_AVALANCHE,Open select orbs
ID_ME_LM_ORB_AVALANCHE,Open select orbs to score points and earn various milestone rewards.
ID_ME_SM_ORB_AVALANCHE,Earn points by opening orbs
ID_ME_S1_ORB_AVALANCHE,Open a Basic Orb
ID_ME_S2_ORB_AVALANCHE,Open a Blue Gear Raid Orb
ID_ME_S3_ORB_AVALANCHE,Open a Purple Gear Raid Orb
ID_ME_S4_ORB_AVALANCHE,Open an Ability Orb
ID_ME_S5_ORB_AVALANCHE,Open a Training Orb
ID_ME_S6_ORB_AVALANCHE,Open a Blitz Orb
ID_ME_S7_ORB_AVALANCHE,Open a Premium Orb
ID_ME_S8_ORB_AVALANCHE,Open a Red Star Orb
ID_ME_S9_ORB_AVALANCHE,Open a Raid Orb
ID_ME_S10_ORB_AVALANCHE,Open a Kingpin's Vault
ID_ME_S11_ORB_AVALANCHE,Open an Orange Gear Raid Orb
ID_ME_S12_ORB_AVALANCHE,Open a Gold Orb
ID_ME_S13_ORB_AVALANCHE,Open an Ultimus Orb
ID_ME_S14_ORB_AVALANCHE,Open a Mega Orb
ID_ME_S15_ORB_AVALANCHE,Open a Legacy I Orb
ID_ME_S16_ORB_AVALANCHE,Open a Blue War Orb
ID_ME_S17_ORB_AVALANCHE,Open a Purple War Orb
ID_ME_S18_ORB_AVALANCHE,Open an Orange War Orb
ID_QU_NA_PROVINGGROUNDS,Proving Grounds
ID_QU_SD_PROVINGGROUNDS,Participate in VS Battle Match
ID_QU_LM_PROVINGGROUNDS,Play VS Battle Match battles to earn various milestone rewards.
ID_QU_SM_PROVINGGROUNDS,Earn points by playing VS Battle Match
ID_QU_S1_PROVINGGROUNDS,Win a VS Battle Match battle
ID_QU_S2_PROVINGGROUNDS,Lose a VS Battle Match battle
ID_ME_S1_CARNAGE_ROLLOUT,Unlock Carnage
ID_ME_S2_CARNAGE_ROLLOUT,Increase Level of Carnage by 1
ID_ME_S3_CARNAGE_ROLLOUT,Increase Gear Tier of Carnage by 1
ID_ME_S4_CARNAGE_ROLLOUT,Increase Star Rank of Carnage by 1
ID_ME_LM_CARNAGE_ROLLOUT,Earn various milestone rewards by powering up Carnage:\n\nUnlock the character\nLevel up the character\nIncrease Gear Tiers\nIncrease Star Rank
ID_ME_SM_CARNAGE_ROLLOUT,Earn points by powering up Carnage
ID_ME_NA_CARNAGE_ROLLOUT,Introducing Carnage
ID_ME_SD_CARNAGE_ROLLOUT,Power Up Carnage
ID_ME_S1_GREENGOBLIN_ROLLOUT,Unlock Green Goblin
ID_ME_S2_GREENGOBLIN_ROLLOUT,Increase Level of Green Goblin by 1
ID_ME_S3_GREENGOBLIN_ROLLOUT,Increase Gear Tier of Green Goblin by 1
ID_ME_S4_GREENGOBLIN_ROLLOUT,Increase Star Rank of Green Goblin by 1
ID_ME_LM_GREENGOBLIN_ROLLOUT,Earn various milestone rewards by powering up Green Goblin:\n\nUnlock the character\nLevel up the character\nIncrease Gear Tiers\nIncrease Star Rank
ID_ME_SM_GREENGOBLIN_ROLLOUT,Earn points by powering up Green Goblin
ID_ME_NA_GREENGOBLIN_ROLLOUT,Introducing Green Goblin
ID_ME_SD_GREENGOBLIN_ROLLOUT,Power Up Green Goblin
ID_ME_S1_KILLMONGER_ROLLOUT,Unlock Killmonger
ID_ME_S2_KILLMONGER_ROLLOUT,Increase Level of Killmonger by 1
ID_ME_S3_KILLMONGER_ROLLOUT,Increase Gear Tier of Killmonger by 1
ID_ME_S4_KILLMONGER_ROLLOUT,Increase Star Rank of Killmonger by 1
ID_ME_LM_KILLMONGER_ROLLOUT,Earn various milestone rewards by powering up Killmonger:\n\nUnlock the character\nLevel up the character\nIncrease Gear Tiers\nIncrease Star Rank
ID_ME_SM_KILLMONGER_ROLLOUT,Earn points by powering up Killmonger
ID_ME_NA_KILLMONGER_ROLLOUT,Introducing Killmonger
ID_ME_SD_KILLMONGER_ROLLOUT,Power Up Killmonger
ID_ME_S1_MANTIS_ROLLOUT,Unlock Mantis
ID_ME_S2_MANTIS_ROLLOUT,Increase Level of Mantis by 1
ID_ME_S3_MANTIS_ROLLOUT,Increase Gear Tier of Mantis by 1
ID_ME_S4_MANTIS_ROLLOUT,Increase Star Rank of Mantis by 1
ID_ME_LM_MANTIS_ROLLOUT,Earn various milestone rewards by powering up Mantis:\n\nUnlock the character\nLevel up the character\nIncrease Gear Tiers\nIncrease Star Rank
ID_ME_SM_MANTIS_ROLLOUT,Earn points by powering up Mantis
ID_ME_NA_MANTIS_ROLLOUT,Introducing Mantis
ID_ME_SD_MANTIS_ROLLOUT,Power Up Mantis
ID_ME_S1_MILES_ROLLOUT,Unlock Spider-Man (Miles)
ID_ME_S2_MILES_ROLLOUT,Increase Level of Spider-Man (Miles) by 1
ID_ME_S3_MILES_ROLLOUT,Increase Gear Tier of Spider-Man (Miles) by 1
ID_ME_S4_MILES_ROLLOUT,Increase Star Rank of Spider-Man (Miles) by 1
ID_ME_LM_MILES_ROLLOUT,Earn various milestone rewards by powering up Miles Morales:\n\nUnlock the character\nLevel up the character\nIncrease Gear Tiers\nIncrease Star Rank
ID_ME_SM_MILES_ROLLOUT,Earn points by powering up Spider-Man (Miles)
ID_ME_NA_MILES_ROLLOUT,Introducing Miles Morales
ID_ME_SD_MILES_ROLLOUT,Power Up Spider-Man (Miles)
ID_ME_S1_MINERVA_ROLLOUT,Unlock Minn-Erva
ID_ME_S2_MINERVA_ROLLOUT,Increase Level of Minn-Erva by 1
ID_ME_S3_MINERVA_ROLLOUT,Increase Gear Tier of Minn-Erva by 1
ID_ME_S4_MINERVA_ROLLOUT,Increase Star Rank of Minn-Erva by 1
ID_ME_LM_MINERVA_ROLLOUT,Earn various milestone rewards by powering up Minn-Erva:\n\nUnlock the character\nLevel up the character\nIncrease Gear Tiers\nIncrease Star Rank
ID_ME_SM_MINERVA_ROLLOUT,Earn points by powering up Minn-Erva
ID_ME_NA_MINERVA_ROLLOUT,Introducing Minn-Erva
ID_ME_SD_MINERVA_ROLLOUT,Power Up Minn-Erva
ID_ME_S1_WARMACHINE_ROLLOUT,Unlock War Machine
ID_ME_S2_WARMACHINE_ROLLOUT,Increase Level of War Machine by 1
ID_ME_S3_WARMACHINE_ROLLOUT,Increase Gear Tier of War Machine by 1
ID_ME_S4_WARMACHINE_ROLLOUT,Increase Star Rank of War Machine by 1
