id,translation
ID_AR_MB_GOLD,<color=#fff568>Gold Conquest Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Gold Orbs!\n\nEarn tons of Gold now!
ID_AR_NA_GOLD_CARD,Gold Conquest
ID_AR_NA_ORB,Orb Assault
ID_AR_SM_ORB,Earn Orb Fragments!
ID_AR_LM_ORB,Face off against other players' teams for ORB FRAGMENTS and various other milestone rewards!
ID_AR_MT_ORB,LIVE: Orb Assault Blitz
ID_AR_MS_ORB,Compete to earn ORB FRAGMENTS.
ID_AR_MB_ORB,Face off against other players' teams for <color=#fff568>ORB FRAGMENTS</color> and various other milestone rewards!
ID_AR_MC_ORB,GO!
ID_AR_ES_ORB,ENDED: Orb Assault Blitz
ID_AR_EB_ORB,The Orb Assault Blitz has ended; be sure to collect your rewards.
ID_AR_NA_ORB_CARD,Orb Assault
ID_AR_NA_REDSTARS,Red Stars Rampage
ID_AR_SM_REDSTARS,Earn Red Star Orbs!
ID_AR_LM_REDSTARS,Face off against other players' teams to earn Red Star Orbs from milestone and rank rewards!
ID_AR_MT_REDSTARS,LIVE: Red Stars Rampage Blitz
ID_AR_MS_REDSTARS,Your chance to earn Red Star Orbs!
ID_AR_MB_REDSTARS,Face off against other players' teams to earn Red Star Orbs from milestone and rank rewards!
ID_AR_ES_REDSTARS,ENDED: Red Stars Rampage Blitz
ID_AR_EB_REDSTARS,The Red Stars Rampage Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_REDSTARS_CARD,Red Stars Rampage
ID_AR_NA_BLUEGEAR,Gear Strike: Blue
ID_AR_SM_BLUEGEAR,Win Blue Gear Orbs!
ID_AR_LM_BLUEGEAR,Face off against other players' teams to earn various milestone rewards and a chance to win Blue Gear Orbs!
ID_AR_MT_BLUEGEAR,Live: Gear Strike: Blue
ID_AR_MS_BLUEGEAR,Your chance to win Blue Gear Orbs!
ID_AR_MB_BLUEGEAR,<color=#fff568>Gear Strike: Blue Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Blue Gear Orbs!\n\nEarn tons of Blue Gear now!
ID_AR_NA_BLUEGEAR_CARD,Gear Strike: Blue
ID_AR_NA_PURPLEGEAR,Gear Strike: Purple
ID_AR_SM_PURPLEGEAR,Win Purple Gear Orbs!
ID_AR_LM_PURPLEGEAR,Face off against other players' teams to earn various milestone rewards and a chance to win Purple Gear Orbs!
ID_AR_MT_PURPLEGEAR,Live: Gear Strike: Purple
ID_AR_MS_PURPLEGEAR,Your chance to win Purple Gear Orbs!
ID_AR_MB_PURPLEGEAR,<color=#fff568>Gear Strike: Purple Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Purple Gear Orbs!\n\nEarn tons of Purple Gear now!
ID_AR_NA_PURPLEGEAR_CARD,Gear Strike: Purple
ID_AR_NA_ORANGEGEAR,Gear Strike: Orange
ID_AR_SM_ORANGEGEAR,Win Orange Gear Orbs!
ID_AR_LM_ORANGEGEAR,Face off against other players' teams to earn various milestone rewards and a chance to win Orange Gear Orbs!
ID_AR_MT_ORANGEGEAR,Live: Gear Strike: Orange
ID_AR_MS_ORANGEGEAR,Your chance to win Orange Gear Orbs!
ID_AR_MB_ORANGEGEAR,<color=#fff568>Gear Strike: Orange Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Orange Gear Orbs!\n\nEarn tons of Orange Gear now!
ID_AR_NA_ORANGEGEAR_CARD,Gear Strike: Orange
ID_AR_NA_TRAINING,Train Station
ID_AR_SM_TRAINING,Win TRAINING Orbs!
ID_AR_LM_TRAINING,Face off against other players' teams to earn various milestone rewards and a chance to win TRAINING Orbs!
ID_AR_MT_TRAINING,Live: Train Station Blitz
ID_AR_MS_TRAINING,Your chance to win TRAINING Orbs!
ID_AR_MB_TRAINING,<color=#fff568>Train Station Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win TRAINING Orbs!\n\nEarn tons of Training Modules now!
ID_AR_NA_TRAINING_CARD,Train Station
ID_AR_NA_AIMDMG_SPEED,Commando
ID_AR_SM_AIMDMG_SPEED,Win A.I.M. Assaulter Shards!
ID_AR_LM_AIMDMG_SPEED,Face off against other players' teams to earn various milestone rewards and a chance to win A.I.M. Assaulter shards!
ID_AR_MT_AIMDMG_SPEED,LIVE: Commando Blitz
ID_AR_MS_AIMDMG_SPEED,Your chance to win A.I.M. Assaulter shards!
ID_AR_MB_AIMDMG_SPEED,"<color=#fff568>Commando Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win A.I.M. Assaulter shards!\n\n<color=#fff568>Commando Orb</color>\nFor a limited time, a new Commando Orb is available in the Store. The orb contains <color=#fff568>only A.I.M. Assaulter shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit A.I.M. Assaulter now!"
ID_AR_NA_AIMDMG_SPEED_CARD,Commando
ID_AR_NA_AIMCONTROL_INFECT,Contagion
ID_AR_SM_AIMCONTROL_INFECT,Win A.I.M. Infector Shards!
ID_AR_LM_AIMCONTROL_INFECT,Face off against other players' teams to earn various milestone rewards and a chance to win A.I.M. Infector shards!
ID_AR_MT_AIMCONTROL_INFECT,LIVE: Contagion Blitz
ID_AR_MS_AIMCONTROL_INFECT,Your chance to win A.I.M. Infector shards!
ID_AR_MB_AIMCONTROL_INFECT,"<color=#fff568>Contagion Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win A.I.M. Infector shards!\n\n<color=#fff568>Contagion Orb</color>\nFor a limited time, a new Contagion Orb is available in the Store. The orb contains <color=#fff568>only A.I.M. Infector shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit A.I.M. Infector now!"
ID_AR_NA_AIMCONTROL_INFECT_CARD,Contagion
ID_AR_NA_AIMDMG_OFFENSE,Science Project
ID_AR_SM_AIMDMG_OFFENSE,Win A.I.M. Monstrosity Shards!
ID_AR_LM_AIMDMG_OFFENSE,Face off against other players' teams to earn various milestone rewards and a chance to win A.I.M. Monstrosity shards!
ID_AR_MT_AIMDMG_OFFENSE,LIVE: Science Project Blitz
ID_AR_MS_AIMDMG_OFFENSE,Your chance to win A.I.M. Monstrosity shards!
ID_AR_MB_AIMDMG_OFFENSE,"<color=#fff568>Science Project Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win A.I.M. Monstrosity shards!\n\n<color=#fff568>Science Project Orb</color>\nFor a limited time, a new Science Project Orb is available in the Store. The orb contains <color=#fff568>only A.I.M. Monstrosity shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit A.I.M. Monstrosity now!"
ID_AR_NA_AIMDMG_OFFENSE_CARD,Science Project
ID_AR_NA_AIMSUPPORT_HEAL,Apprentice
ID_AR_SM_AIMSUPPORT_HEAL,Win A.I.M. Researcher Shards!
ID_AR_LM_AIMSUPPORT_HEAL,Face off against other players' teams to earn various milestone rewards and a chance to win A.I.M. Researcher shards!
ID_AR_MT_AIMSUPPORT_HEAL,LIVE: Apprentice Blitz
ID_AR_MS_AIMSUPPORT_HEAL,Your chance to win A.I.M. Researcher shards!
ID_AR_MB_AIMSUPPORT_HEAL,"<color=#fff568>Apprentice Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win A.I.M. Researcher shards!\n\n<color=#fff568>Apprentice Orb</color>\nFor a limited time, a new Apprentice Orb is available in the Store. The orb contains <color=#fff568>only A.I.M. Researcher shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit A.I.M. Researcher now!"
ID_AR_NA_AIMSUPPORT_HEAL_CARD,Apprentice
ID_AR_NA_AIMTANK_TAUNT,Crazed Survivor
ID_AR_SM_AIMTANK_TAUNT,Win A.I.M. Security Shards!
ID_AR_LM_AIMTANK_TAUNT,Face off against other players' teams to earn various milestone rewards and a chance to win A.I.M. Security shards!
ID_AR_MT_AIMTANK_TAUNT,LIVE: Crazed Survivor Blitz
ID_AR_MS_AIMTANK_TAUNT,Your chance to win A.I.M. Security shards!
ID_AR_MB_AIMTANK_TAUNT,"<color=#fff568>Crazed Survivor Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win A.I.M. Security shards!\n\n<color=#fff568>Crazed Survivor Orb</color>\nFor a limited time, a new Crazed Survivor Orb is available in the Store. The orb contains <color=#fff568>only A.I.M. Security shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit A.I.M. Security now!"
ID_AR_NA_AIMTANK_TAUNT_CARD,Crazed Survivor
ID_AR_NA_AMERICACHAVEZ,Star Power
ID_AR_SM_AMERICACHAVEZ,Win America Chavez Shards!
ID_AR_LM_AMERICACHAVEZ,Face off against other players' teams to earn various milestone rewards and a chance to win America Chavez shards!
ID_AR_MT_AMERICACHAVEZ,LIVE: Star Power Blitz
ID_AR_MS_AMERICACHAVEZ,Your chance to win America Chavez shards!
ID_AR_MB_AMERICACHAVEZ,"<color=#fff568>Star Power Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win America Chavez shards!\n\n<color=#fff568>Star Power Orb</color>\nFor a limited time, a new Star Power Orb is available in the Store. The orb contains <color=#fff568>only America Chavez shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit America Chavez now!"
ID_AR_ES_AMERICACHAVEZ,ENDED: Star Power Blitz
ID_AR_EB_AMERICACHAVEZ,The Star Power Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_AMERICACHAVEZ_CARD,Star Power
ID_AR_NA_ANTIVENOM,Lethal Dose
ID_AR_SM_ANTIVENOM,Win Anti-Venom Shards!
ID_AR_LM_ANTIVENOM,Face off against other players' teams to earn various milestone rewards and a chance to win Anti-Venom shards!
ID_AR_MT_ANTIVENOM,LIVE: Lethal Dose Blitz
ID_AR_MS_ANTIVENOM,Your chance to win Anti-Venom shards!
ID_AR_MB_ANTIVENOM,"<color=#fff568>Lethal Dose Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Anti-Venom shards!\n\n<color=#fff568>Lethal Dose Orb</color>\nFor a limited time, a new Lethal Dose Orb is available in the Store. The orb contains <color=#fff568>only Anti-Venom shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Anti-Venom now!"
ID_AR_NA_ANTIVENOM_CARD,Lethal Dose
ID_AR_NA_ANTMAN,Pym Particles
ID_AR_SM_ANTMAN,Win Ant-Man Shards!
ID_AR_LM_ANTMAN,Face off against other players' teams to earn various milestone rewards and a chance to win ANT-MAN shards!
ID_AR_MT_ANTMAN,LIVE: Pym Particles Blitz
ID_AR_MS_ANTMAN,Your chance to win ANT-MAN shards.
ID_AR_MB_ANTMAN,"<color=#fff568>Pym Particles Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Ant-Man shards!\n\n<color=#fff568>Pym Particles Orb</color>\nFor a limited time, a new Pym Particles Orb is available in the Store. The orb contains <color=#fff568>only Ant-Man shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Ant-Man now!"
ID_AR_MC_ANTMAN,GO!
ID_AR_ES_ANTMAN,ENDED: Pym Particles Blitz
ID_AR_EB_ANTMAN,The Pym Particles Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_ANTMAN_CARD,Pym Particles
ID_AR_NA_BARONMORDO,Dark Arts
ID_AR_SM_BARONMORDO,Win Mordo Shards!
ID_AR_LM_BARONMORDO,Face off against other players' teams to earn various milestone rewards and a chance to win MORDO shards!
ID_AR_MT_BARONMORDO,LIVE: Dark Arts Blitz
ID_AR_MS_BARONMORDO,Your chance to win MORDO shards.
ID_AR_MB_BARONMORDO,Face off against other players' teams to earn various milestone rewards and a chance to win <color=#fff568>MORDO</color> shards!
ID_AR_MC_BARONMORDO,GO!
ID_AR_ES_BARONMORDO,ENDED: Dark Arts Blitz
ID_AR_EB_BARONMORDO,The Dark Arts Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_BARONMORDO_CARD,Dark Arts
ID_AR_NA_BARONZEMO,Son of Evil
ID_AR_SM_BARONZEMO,Win Baron Zemo Shards!
ID_AR_LM_BARONZEMO,Face off against other players' teams to earn various milestone rewards and a chance to win Baron Zemo shards!
ID_AR_MT_BARONZEMO,LIVE: Son of Evil Blitz
ID_AR_MS_BARONZEMO,Your chance to win Baron Zemo shards!
ID_AR_MB_BARONZEMO,"<color=#fff568>Son of Evil Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Baron Zemo shards!\n\n<color=#fff568>Son of Evil Orb</color>\nFor a limited time, a new Son of Evil Orb is available in the Store. The orb contains <color=#fff568>only Baron Zemo shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Baron Zemo now!"
ID_AR_NA_BARONZEMO_CARD,Son of Evil
ID_AR_NA_BEAST,Azure Animal
ID_AR_SM_BEAST,Win Beast Shards!
ID_AR_LM_BEAST,Face off against other players' teams to earn various milestone rewards and a chance to win Beast shards!
ID_AR_MT_BEAST,LIVE: Azure Animal Blitz
ID_AR_MS_BEAST,Your chance to win Beast shards!
ID_AR_MB_BEAST,"<color=#fff568>Azure Animal Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Beast shards!\n\n<color=#fff568>Azure Animal Orb</color>\nFor a limited time, a new Azure Animal Orb is available in the Store. The orb contains <color=#fff568>only Beast shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Beast now!"
ID_AR_NA_BEAST_CARD,Azure Animal
ID_AR_NA_BLACKPANTHER,Warrior King
ID_AR_SM_BLACKPANTHER,Win Black Panther Shards!
ID_AR_LM_BLACKPANTHER,Face off against other players' teams to earn various milestone rewards and a chance to win BLACK PANTHER shards!
ID_AR_MT_BLACKPANTHER,LIVE: Warrior King Blitz
ID_AR_MS_BLACKPANTHER,Your chance to win BLACK PANTHER shards.
ID_AR_MB_BLACKPANTHER,"<color=#fff568>Warrior King Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Black Panther shards!\n\n<color=#fff568>Warrior King Orb</color>\nFor a limited time, a new Warrior King Orb is available in the Store. The orb contains <color=#fff568>only Black Panther shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Black Panther now!"
ID_AR_MC_BLACKPANTHER,GO!
ID_AR_ES_BLACKPANTHER,ENDED: Warrior King Blitz
ID_AR_EB_BLACKPANTHER,The Warrior King Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_BLACKPANTHER_CARD,Warrior King
ID_AR_NA_BLACKWIDOW,Widow's Bite
ID_AR_SM_BLACKWIDOW,Win Black Widow Shards!
ID_AR_LM_BLACKWIDOW,Face off against other players' teams to earn various milestone rewards and a chance to win BLACK WIDOW shards!
ID_AR_MT_BLACKWIDOW,LIVE: Widow's Bite Blitz
ID_AR_MS_BLACKWIDOW,Your chance to win BLACK WIDOW shards.
ID_AR_MB_BLACKWIDOW,"<color=#fff568>Widow's Bite Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Black Widow shards!\n\n<color=#fff568>Widow's Bite Orb</color>\nFor a limited time, a new Widow's Bite Orb is available in the Store. The orb contains <color=#fff568>only Black Widow shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Black Widow now!"
ID_AR_MC_BLACKWIDOW,GO!
ID_AR_ES_BLACKWIDOW,ENDED: Widow's Bite Blitz
ID_AR_EB_BLACKWIDOW,The Widow's Bite Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_BLACKWIDOW_CARD,Widow's Bite
ID_AR_NA_BLOB,Massive Mutant
ID_AR_SM_BLOB,Win Blob Shards!
ID_AR_LM_BLOB,Face off against other players' teams to earn various milestone rewards and a chance to win Blob shards!
ID_AR_MT_BLOB,LIVE: Massive Mutant Blitz
ID_AR_MS_BLOB,Your chance to win Blob shards!
ID_AR_MB_BLOB,"<color=#fff568>Massive Mutant Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Blob shards!\n\n<color=#fff568>Massive Mutant Orb</color>\nFor a limited time, a new Massive Mutant Orb is available in the Store. The orb contains <color=#fff568>only Blob shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Blob now!"
ID_AR_NA_BLOB_CARD,Massive Mutant
ID_AR_NA_BULLSEYE,On Target
ID_AR_SM_BULLSEYE,Win Bullseye Shards!
ID_AR_LM_BULLSEYE,Face off against other players' teams to earn various milestone rewards and a chance to win BULLSEYE shards!
ID_AR_MT_BULLSEYE,LIVE: On Target Blitz
ID_AR_MS_BULLSEYE,Your chance to win BULLSEYE shards.
ID_AR_MB_BULLSEYE,"<color=#fff568>On Target Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Bullseye shards!\n\n<color=#fff568>On Target Orb</color>\nFor a limited time, a new On Target Orb is available in the Store. The orb contains <color=#fff568>only Bullseye shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Bullseye now!"
ID_AR_MC_BULLSEYE,GO!
ID_AR_ES_BULLSEYE,ENDED: On Target Blitz
ID_AR_EB_BULLSEYE,The On Target Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_BULLSEYE_CARD,On Target
ID_AR_NA_CABLE,Time Traveler
ID_AR_SM_CABLE,Win Cable Shards!
ID_AR_LM_CABLE,Face off against other players' teams to earn various milestone rewards and a chance to win CABLE shards!
ID_AR_MT_CABLE,LIVE: Time Traveler Blitz
ID_AR_MS_CABLE,Your chance to win CABLE shards.
ID_AR_MB_CABLE,Face off against other players' teams to earn various milestone rewards and a chance to win <color=#fff568>CABLE</color> shards!
ID_AR_MC_CABLE,GO!
ID_AR_ES_CABLE,ENDED: Time Traveler Blitz
ID_AR_EB_CABLE,The Time Traveler Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_CABLE_CARD,Time Traveler
ID_AR_NA_CAPTAINAMERICA,First Avenger
ID_AR_SM_CAPTAINAMERICA,Win Captain America Shards!
ID_AR_LM_CAPTAINAMERICA,Face off against other players' teams to earn various milestone rewards and a chance to win CAPTAIN AMERICA shards!
ID_AR_MT_CAPTAINAMERICA,LIVE: First Avenger Blitz
ID_AR_MS_CAPTAINAMERICA,Your chance to win CAPTAIN AMERICA shards.
ID_AR_MB_CAPTAINAMERICA,"<color=#fff568>First Avenger Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Captain America shards!\n\n<color=#fff568>First Avenger Orb</color>\nFor a limited time, a new First Avenger Orb is available in the Store. The orb contains <color=#fff568>only Captain America shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Captain America now!"
ID_AR_MC_CAPTAINAMERICA,GO!
ID_AR_ES_CAPTAINAMERICA,ENDED: First Avenger Blitz
ID_AR_EB_CAPTAINAMERICA,The First Avenger Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_CAPTAINAMERICA_CARD,First Avenger
ID_AR_NA_CAPTAINMARVEL,Ace Pilot
ID_AR_SM_CAPTAINMARVEL,Win Captain Marvel Shards!
ID_AR_LM_CAPTAINMARVEL,Face off against other players' teams to earn various milestone rewards and a chance to win Captain Marvel shards!
ID_AR_MT_CAPTAINMARVEL,LIVE: Ace Pilot Blitz
ID_AR_MS_CAPTAINMARVEL,Your chance to win Captain Marvel shards!
ID_AR_MB_CAPTAINMARVEL,"<color=#fff568>Ace Pilot Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Captain Marvel shards!\n\n<color=#fff568>Ace Pilot Orb</color>\nFor a limited time, a new Ace Pilot Orb is available in the Store. The orb contains <color=#fff568>only Captain Marvel shards</color> and guarantees at least 6 shards with a chance to earn <color=#fff568>up to 180</color>! Recruit Captain Marvel now!"
ID_AR_NA_CAPTAINMARVEL_CARD,Ace Pilot
ID_AR_NA_CARNAGE,Psychotic
ID_AR_SM_CARNAGE,Win Carnage Shards!
ID_AR_LM_CARNAGE,Face off against other players' teams to earn various milestone rewards and a chance to win Carnage shards!
ID_AR_MT_CARNAGE,LIVE: Psychotic Blitz
ID_AR_MS_CARNAGE,Your chance to win Carnage shards!
ID_AR_MB_CARNAGE,"<color=#fff568>Psychotic Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Carnage shards!\n\n<color=#fff568>Psychotic Orb</color>\nFor a limited time, a new Psychotic Orb is available in the Store. The orb contains <color=#fff568>only Carnage shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Carnage now!"
ID_AR_ES_CARNAGE,ENDED: Psychotic Blitz
ID_AR_EB_CARNAGE,The Psychotic Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_CARNAGE_CARD,Psychotic
ID_AR_NA_COLOSSUS,Heavy Metal
ID_AR_SM_COLOSSUS,Win Colossus Shards!
ID_AR_LM_COLOSSUS,Face off against other players' teams to earn various milestone rewards and a chance to win Colossus shards!
ID_AR_MT_COLOSSUS,LIVE: Heavy Metal Blitz
ID_AR_MS_COLOSSUS,Your chance to win Colossus shards!
ID_AR_MB_COLOSSUS,"<color=#fff568>Heavy Metal Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Colossus shards!\n\n<color=#fff568>Heavy Metal Orb</color>\nFor a limited time, a new Heavy Metal Orb is available in the Store. The orb contains <color=#fff568>only Colossus shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Colossus now!"
ID_AR_ES_COLOSSUS,ENDED: Heavy Metal Blitz
ID_AR_EB_COLOSSUS,The Heavy Metal Blitz has ended; visit <color=#fff568>BLITZ</color> to collect your rewards.
ID_AR_NA_COLOSSUS_CARD,Heavy Metal
ID_AR_NA_CORVUSGLAIVE,Backstab
ID_AR_SM_CORVUSGLAIVE,Win Corvus Glaive Shards!
ID_AR_LM_CORVUSGLAIVE,Face off against other players' teams to earn various milestone rewards and a chance to win Corvus Glaive shards!
ID_AR_MT_CORVUSGLAIVE,LIVE: Backstab Blitz
ID_AR_MS_CORVUSGLAIVE,Your chance to win Corvus Glaive shards!
ID_AR_MB_CORVUSGLAIVE,"<color=#fff568>Backstab Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Corvus Glaive shards!\n\n<color=#fff568>Backstab Orb</color>\nFor a limited time, a new Backstab Orb is available in the Store. The orb contains <color=#fff568>only Corvus Glaive shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Corvus Glaive now!"
ID_AR_NA_CORVUSGLAIVE_CARD,Backstab
ID_AR_NA_COULSON,Project Tahiti
ID_AR_SM_COULSON,Win Coulson Shards!
ID_AR_LM_COULSON,Face off against other players' teams to earn various milestone rewards and a chance to win Coulson shards!
ID_AR_MT_COULSON,LIVE: Project Tahiti Blitz
ID_AR_MS_COULSON,Your chance to win Coulson shards!
ID_AR_MB_COULSON,"<color=#fff568>Project Tahiti Blitz</color>\nFace off against other players' teams to earn various milestone rewards and a chance to win Coulson shards!\n\n<color=#fff568>Project Tahiti Orb</color>\nFor a limited time, a new Project Tahiti Orb is available in the Store. The orb contains <color=#fff568>only Coulson shards</color> and guarantees at least 6 shards with a chance to win <color=#fff568>up to 180</color>! Recruit Coulson now!"
ID_AR_NA_COULSON_CARD,Project Tahiti
ID_AR_NA_CROSSBONES,Skeleton Leader
ID_AR_SM_CROSSBONES,Win Crossbones Shards!
ID_AR_LM_CROSSBONES,Face off against other players' teams to earn various milestone rewards and a chance to win Crossbones shards!
ID_AR_NA_CROSSBONES_CARD,Skeleton Leader
ID_AR_NA_CRYSTAL,Royal Princess
ID_AR_SM_CRYSTAL,Win Crystal Shards!
ID_AR_LM_CRYSTAL,Face off against other players' teams to earn various milestone rewards and a chance to win Crystal shards!
ID_AR_MT_CRYSTAL,LIVE: Royal Princess Blitz
ID_AR_MS_CRYSTAL,Your chance to win Crystal shards!
